project_id,county,property_name,ain,apn,situs_address,legacy_redundant,assignment_source,method,notes,roll_year,roll_land_value,roll_imp_value,roll_total_value,real_estate_exemp,year_built,use_description,value_source,fetch_date,operative_project_id,assignment_check
54,Los Angeles,Seaport Village Apartments,7157031018,7157-031-018,2666 E 56TH WAY LONG BEACH CA 90805,False,collaborator-sheet,manual_verified_multi,"Multi-parcel (33); situs reviewed 2026-08-22: complex fronts 5601 N Paramount Blvd; buildings carry E 56th Way situs (Drew, portal map)",2026,742547,2040384,2782931,1518090,1963,Five or more apartments,la-county-api,2026-08-22,54,documented
54,Los Angeles,Seaport Village Apartments,7157031019,7157-031-019,2676 E 56TH WAY LONG BEACH CA 90805,False,collaborator-sheet,manual_verified_multi,"Multi-parcel (33); situs reviewed 2026-08-22: complex fronts 5601 N Paramount Blvd; buildings carry E 56th Way situs (Drew, portal map)",2026,742547,2040384,2782931,759184,1963,Five or more apartments,la-county-api,2026-08-22,54,documented
54,Los Angeles,Seaport Village Apartments,7157031020,7157-031-020,2686 E 56TH WAY LONG BEACH CA 90805,False,collaborator-sheet,manual_verified_multi,"Multi-parcel (33); situs reviewed 2026-08-22: complex fronts 5601 N Paramount Blvd; buildings carry E 56th Way situs (Drew, portal map)",2026,742547,2040384,2782931,1265121,1962,Five or more apartments,la-county-api,2026-08-22,54,documented
54,Los Angeles,Seaport Village Apartments,7157031021,7157-031-021,2696 E 56TH ST LONG BEACH CA 90805,False,collaborator-sheet,manual_verified_multi,"Multi-parcel (33); situs reviewed 2026-08-22: complex fronts 5601 N Paramount Blvd; buildings carry E 56th Way situs (Drew, portal map)",2026,822648,2040384,2863032,286304,1963,Five or more apartments,la-county-api,2026-08-22,54,documented
54,Los Angeles,Seaport Village Apartments,7157031022,7157-031-022,2667 E 56TH ST LONG BEACH CA 90805,False,collaborator-sheet,manual_verified_multi,"Multi-parcel (33); situs reviewed 2026-08-22: complex fronts 5601 N Paramount Blvd; buildings carry E 56th Way situs (Drew, portal map)",2026,742547,2040384,2782931,759184,1963,Five or more apartments,la-county-api,2026-08-22,54,documented
54,Los Angeles,Seaport Village Apartments,7157031023,7157-031-023,2677 E 56TH ST LONG BEACH CA 90805,False,collaborator-sheet,manual_verified_multi,"Multi-parcel (33); situs reviewed 2026-08-22: complex fronts 5601 N Paramount Blvd; buildings carry E 56th Way situs (Drew, portal map)",2026,742547,2040384,2782931,556587,1963,Five or more apartments,la-county-api,2026-08-22,54,documented
54,Los Angeles,Seaport Village Apartments,7157031024,7157-031-024,2687 E 56TH ST LONG BEACH CA 90805,False,collaborator-sheet,manual_verified_multi,"Multi-parcel (33); situs reviewed 2026-08-22: complex fronts 5601 N Paramount Blvd; buildings carry E 56th Way situs (Drew, portal map)",2026,742547,2040384,2782931,1113173,1963,Five or more apartments,la-county-api,2026-08-22,54,documented
54,Los Angeles,Seaport Village Apartments,7157031025,7157-031-025,2697 E 56TH ST LONG BEACH CA 90805,False,collaborator-sheet,manual_verified_multi,"Multi-parcel (33); situs reviewed 2026-08-22: complex fronts 5601 N Paramount Blvd; buildings carry E 56th Way situs (Drew, portal map)",2026,822648,2040384,2863032,1717820,1963,Five or more apartments,la-county-api,2026-08-22,54,documented
54,Los Angeles,Seaport Village Apartments,7157031026,7157-031-026,2666 E 56TH ST LONG BEACH CA 90805,False,collaborator-sheet,manual_verified_multi,"Multi-parcel (33); situs reviewed 2026-08-22: complex fronts 5601 N Paramount Blvd; buildings carry E 56th Way situs (Drew, portal map)",2026,742547,2040384,2782931,834881,1963,Five or more apartments,la-county-api,2026-08-22,54,documented
54,Los Angeles,Seaport Village Apartments,7157031027,7157-031-027,2676 E 56TH ST LONG BEACH CA 90805,False,collaborator-sheet,manual_verified_multi,"Multi-parcel (33); situs reviewed 2026-08-22: complex fronts 5601 N Paramount Blvd; buildings carry E 56th Way situs (Drew, portal map)",2026,742547,2040384,2782931,1391466,1963,Five or more apartments,la-county-api,2026-08-22,54,documented
54,Los Angeles,Seaport Village Apartments,7157031028,7157-031-028,2686 E 56TH ST LONG BEACH CA 90805,False,collaborator-sheet,manual_verified_multi,"Multi-parcel (33); situs reviewed 2026-08-22: complex fronts 5601 N Paramount Blvd; buildings carry E 56th Way situs (Drew, portal map)",2026,742547,2040384,2782931,1113173,1963,Five or more apartments,la-county-api,2026-08-22,54,documented
54,Los Angeles,Seaport Village Apartments,7157031029,7157-031-029,2696 E 56TH ST LONG BEACH CA 90805,False,collaborator-sheet,manual_verified_multi,"Multi-parcel (33); situs reviewed 2026-08-22: complex fronts 5601 N Paramount Blvd; buildings carry E 56th Way situs (Drew, portal map)",2026,822648,2040384,2863032,572607,1963,Five or more apartments,la-county-api,2026-08-22,54,documented
54,Los Angeles,Seaport Village Apartments,7157031030,7157-031-030,2667 E 55TH WAY LONG BEACH CA 90805,False,collaborator-sheet,manual_verified_multi,"Multi-parcel (33); situs reviewed 2026-08-22: complex fronts 5601 N Paramount Blvd; buildings carry E 56th Way situs (Drew, portal map)",2026,742547,2040384,2782931,278294,1962,Five or more apartments,la-county-api,2026-08-22,54,documented
54,Los Angeles,Seaport Village Apartments,7157031031,7157-031-031,2677 E 55TH WAY LONG BEACH CA 90805,False,collaborator-sheet,manual_verified_multi,"Multi-parcel (33); situs reviewed 2026-08-22: complex fronts 5601 N Paramount Blvd; buildings carry E 56th Way situs (Drew, portal map)",2026,742547,2040384,2782931,556587,1962,Five or more apartments,la-county-api,2026-08-22,54,documented
54,Los Angeles,Seaport Village Apartments,7157031032,7157-031-032,2687 E 55TH WAY LONG BEACH CA 90805,False,collaborator-sheet,manual_verified_multi,"Multi-parcel (33); situs reviewed 2026-08-22: complex fronts 5601 N Paramount Blvd; buildings carry E 56th Way situs (Drew, portal map)",2026,742547,2040384,2782931,1113173,1962,Five or more apartments,la-county-api,2026-08-22,54,documented
54,Los Angeles,Seaport Village Apartments,7157031033,7157-031-033,2697 E 55TH WAY LONG BEACH CA 90805,False,collaborator-sheet,manual_verified_multi,"Multi-parcel (33); situs reviewed 2026-08-22: complex fronts 5601 N Paramount Blvd; buildings carry E 56th Way situs (Drew, portal map)",2026,822648,2040384,2863032,572607,1962,Five or more apartments,la-county-api,2026-08-22,54,documented
55,Los Angeles,1457 Main Street Apartments,5409005030,5409-005-030,1457 N MAIN ST LOS ANGELES CA 90012,False,collaborator-sheet,manual_verified,,2026,14028320,3610800,17639120,16965307,,Food Processing Plants,la-county-api,2026-08-22,55,situs-match
56,Alameda,Viewpoint Apartments,5619549,,2020 3RD ST BERKELEY 94710,False,collaborator-sheet,,,,,,31838150,0,,,collaborator-sheet,,56,no-situs
58,Los Angeles,Chaparral Apartments,3004004033,3004-004-033,38441 5TH ST W PALMDALE CA 93551,False,collaborator-sheet,manual_verified,,2026,14484000,57936000,72420000,40127923,1987,Five or more apartments,la-county-api,2026-08-22,58,situs-match
59,San Francisco,Ventana Residences Apartments,6954018,,99 OCEAN AVE SAN FRANCISCO CA 94112-2560,False,collaborator-sheet,,,,,,82453101,,,,collaborator-sheet,,59,no-situs
61,Los Angeles,11422 Broadway Apartments,6087002036,6087-002-036,11422 S BROADWAY LOS ANGELES CA 90061,False,collaborator-sheet,manual_verified,,2026,2430059,477543,2907602,0,1917,"Warehousing, Distribution, Storage",la-county-api,2026-08-22,61,situs-match
62,Los Angeles,Mansfield Micro Apartments,5049009082,5049-009-082,,False,collaborator-sheet,manual_verified,,2026,2107153,0,2107153,0,,Single,la-county-api,2026-08-22,62,no-situs
63,Contra Costa,The Enclave Apartments,1701000273,,3081.0 N MAIN ST WALNUT CREEK CA 94597-1940,False,collaborator-sheet,,,,,,10616112,,,,collaborator-sheet,,63,no-situs
64,Los Angeles,333 Douglas Apartments,5160009020,5160-009-020,333 DOUGLAS ST LOS ANGELES CA 90026,False,collaborator-sheet,manual_verified,,2026,1061208,106120,1167328,0,1906,Single,la-county-api,2026-08-22,64,situs-match
65,Orange,Casa La Palma Apartments,26324146,,7799 VALLEY VIEW ST LA PALMA,False,collaborator-sheet,,,,,,53482929,53482929,,,collaborator-sheet,,65,no-situs
66,Los Angeles,The Eaves Apartments,5092023021,5092-023-021,920 S GRAMERCY PL LOS ANGELES CA 90019,False,collaborator-sheet,manual_verified,,2026,1632000,6324000,7956000,0,2024,Five or more apartments,la-county-api,2026-08-22,66,situs-match
67,Orange,Coronado Palms Apartments,12918108,,1250.0 S EUCLID ST ANAHEIM CA 92802-1907,False,collaborator-sheet,,,,,,60690000,,,,collaborator-sheet,,67,no-situs
68,Los Angeles,Candlewood North Apartments,2764001013,2764-001-013,9830 RESEDA BLVD LOS ANGELES CA 91324,False,collaborator-sheet,manual_verified,,2026,9016800,8896440,17913240,9194867,1964,Five or more apartments,la-county-api,2026-08-22,68,situs-match
69,Los Angeles,Lindley Parc Apartments,2731008014,2731-008-014,10535 LINDLEY AVE LOS ANGELES CA 91326,False,collaborator-sheet,manual_verified,,2026,3366000,7854000,11220000,0,1964,Five or more apartments,la-county-api,2026-08-22,69,situs-match
70,San Mateo,Terrace View Apartments,006312850,,"4 Terrace View Ct, Daly City, CA 94015",False,collaborator-sheet,,,,,,3870288,,,,collaborator-sheet,,359,no-situs
70,San Mateo,Terrace View Apartments,006312860,,"35 Eastmoor Ave, Daly City, CA 94015",False,collaborator-sheet,,,,,,4765032,,,,collaborator-sheet,,359,no-situs
70,San Mateo,Terrace View Apartments,006312870,,"45 Eastmoor Ave, Daly City, CA 94015",False,collaborator-sheet,,,,,,4452912,,,,collaborator-sheet,,359,no-situs
70,San Mateo,Terrace View Apartments,006312880,,"55 Eastmoor Ave, Daly City, CA 94015",False,collaborator-sheet,,,,,,4317660,,,,collaborator-sheet,,359,no-situs
70,San Mateo,Terrace View Apartments,006312890,,"65 Eastmoor Ave, Daly City, CA 94015",False,collaborator-sheet,,,,,,4317660,,,,collaborator-sheet,,359,no-situs
70,San Mateo,Terrace View Apartments,006312900,,"75 Eastmoor Ave, Daly City, CA 94015",False,collaborator-sheet,,,,,,4713012,,,,collaborator-sheet,,359,no-situs
70,San Mateo,Terrace View Apartments,006312910,,"85 Eastmoor Ave, Daly City, CA 94015",False,collaborator-sheet,,,,,,5784624,,,,collaborator-sheet,,359,no-situs
70,San Mateo,Terrace View Apartments,006312920,,"95 Eastmoor Ave, Daly City, CA 94015",False,collaborator-sheet,,,,,,2590596,,,,collaborator-sheet,,359,no-situs
71,San Mateo,SoFi Redwood Park Apartments,52082450,,1212 WHIPPLE AVE REDWOOD CITY CA 94062-1556,False,collaborator-sheet,,,,,,25240000,,,,collaborator-sheet,,360,no-situs
72,San Francisco,Waterbend Apartments,5431A041,5431A041,"5880 3rd St, San Francisco, CA 94124",False,collaborator-sheet,,,,,,73513835,0,,,collaborator-sheet,,72,no-situs
73,Los Angeles,1540 W Court Apartments,5159020026,5159-020-026,1540 W COURT ST,False,collaborator-sheet,parcel_in_transition,Legacy AIN 5159020011-015 consolidated to 5159020026,2026,3400000,0,3400000,0,1890,Four Units (Any Combination),la-county-api,2026-08-22,73,no-situs
73,Los Angeles,1540 W Court Apartments,5159020010,5159-020-010,1526 W COURT ST LOS ANGELES CA 90026,False,collaborator-sheet,manual_verified_multi,Multi-parcel (7),2026,136403,46872,183275,0,1910,Single,la-county-api,2026-08-22,73,situs-match
73,Los Angeles,1540 W Court Apartments,5159020009,5159-020-009,1520 W COURT ST LOS ANGELES CA 90026,False,collaborator-sheet,manual_verified_multi,Multi-parcel (7),2026,92406,120843,213249,0,1923,Single,la-county-api,2026-08-22,73,situs-match
74,San Diego,Sol Haus Apartments,5484004400,,5040.0 LOGAN AVE SAN DIEGO CA 92113-3014,False,collaborator-sheet,,,2026,4462500,0,4462500,,  ,20,sandag-parcels,2026-08-22,74,situs-match
75,San Diego,Palmilla Apartments,4635902700,,5474.0 RESERVOIR DR 1-36 SAN DIEGO CA 92120-5145,False,collaborator-sheet,,,2026,23383000,10021000,33404000,,69,16,sandag-parcels,2026-08-22,75,situs-match
76,Los Angeles,1451 W. MLK Boulevard Apartments,5036031006,5036-031-006,1451 W MARTIN LUTHER KING JR BLVD LOS ANGELES CA 90062,False,collaborator-sheet,manual_verified,"AIN in transition at county (renumbered); duplicate sheet row 182 merged into 76, 2026-08-22",2025,,,1569525,0,,,collaborator-sheet,,76,documented
77,Los Angeles,11630 S. Main Street Apartments,6083010040,6083-010-040,,False,collaborator-sheet,parcel_in_transition,"situs reviewed 2026-08-22 (Drew, assessor portal): AIN confirmed; county situs is 114 E 116TH ST, differs from marketing address 11630 S Main St",2026,1010668,7479660,8490328,0,2023,Five or more apartments,la-county-api,2026-08-22,77,documented
78,Contra Costa,Bella Vista at Hilltop Apartments,4054900073,,3400.0 RICHMOND PKWY RICHMOND CA 94806-5207,False,collaborator-sheet,,,,,,222047798,,,,collaborator-sheet,,78,no-situs
79,Los Angeles,10811 S. Compton Ave Apartments,6070003041,6070-003-041,10811 COMPTON AVE,False,collaborator-sheet,parcel_in_transition,Legacy AIN 6070003038 consolidated to 6070003041,2026,486984,2195000,2681984,0,1950,Two Units,la-county-api,2026-08-22,79,situs-match
80,Los Angeles,4101 Somerset Dr. Apartments,5032015003,5032-015-003,4101 SOMERSET DR LOS ANGELES CA 90008,False,collaborator-sheet,manual_verified,,2026,1584354,8415000,9999354,0,2023,Five or more apartments,la-county-api,2026-08-22,80,situs-match
81,Los Angeles,321 E. Florence Apartments,6011008052,6011-008-052,325 E FLORENCE AVE LOS ANGELES CA 90003,False,collaborator-sheet,manual_verified,,2026,648560,5431558,6080118,0,2023,Five or more apartments,la-county-api,2026-08-22,81,situs-match
82,Los Angeles,9300 Compton Ave. Apartments,6048022067,6048-022-067,9300 COMPTON AVE XX LOS ANGELES CA 90002,False,collaborator-sheet,manual_verified,,2026,607243,0,607243,0,,Single,la-county-api,2026-08-22,82,situs-match
83,Los Angeles,6401 S. Avalon Blvd. Apartments,6006018001,6006-018-001,6401 AVALON BLVD LOS ANGELES CA 90003,False,collaborator-sheet,manual_verified,,2026,435050,0,435050,0,,Commercial,la-county-api,2026-08-22,83,situs-match
84,Los Angeles,9515 Compton Ave. Apartments,6048004025,6048-004-025,9515 COMPTON AVE LOS ANGELES CA 90002,False,collaborator-sheet,manual_verified,,2026,668193,711247,1379440,0,,Five or more apartments,la-county-api,2026-08-22,84,situs-match
85,Los Angeles,569 W. 6th Street Apartments,7451037031,7451-037-031,575 W 6TH ST SAN PEDRO CA 90731,False,collaborator-sheet,manual_verified,,2026,1391141,0,1391141,0,2022,Five or more apartments,la-county-api,2026-08-22,85,situs-match
86,Los Angeles,685 W. 4th St Apartments,7451026002,7451-026-002,685 W 4TH ST LOS ANGELES CA 90731,False,collaborator-sheet,manual_verified,,2026,607243,2455140,3062383,0,2024,Five or more apartments,la-county-api,2026-08-22,86,situs-match
87,Los Angeles,Chadwick Apartments,5501013028,5501-013-028,209 S WESTMORELAND AVE LOS ANGELES CA 90004,False,collaborator-sheet,manual_verified,,2026,99500000,47300000,146800000,0,1968,Five or more apartments,la-county-api,2026-08-22,87,situs-match
88,Los Angeles,Chatsworth Apartments,2695003030,2695-003-030,,False,collaborator-sheet,parcel_in_transition,Legacy AIN 2695003001 consolidated to 2695003030,2026,605000,259000,864000,0,1958,Single,la-county-api,2026-08-22,88,situs-match
90,Los Angeles,Pacific Trails Apartments,8630009026,8630-009-026,18615 E ARROW HWY AZUSA CA 91722,False,collaborator-sheet,manual_verified,,2026,13500000,7500000,21000000,0,1977,Five or more apartments,la-county-api,2026-08-22,90,situs-match
91,Los Angeles,Huston Affordable Housing Apartments,2421011010,2421-011-010,10910 HUSTON ST LOS ANGELES CA 91601,False,collaborator-sheet,manual_verified,,2026,1290616,155539,1446155,0,1929,Single,la-county-api,2026-08-22,91,situs-match
92,Los Angeles,The Parker Apartments,8576001024,8576-001-024,4608 ARDEN WAY EL MONTE CA 91731,False,collaborator-sheet,manual_verified,,2026,14000000,32675000,46675000,0,1963,Five or more apartments,la-county-api,2026-08-22,92,situs-match
93,Napa,Canyon Ridge at Napa Junction Apartments,59020050000,,800.0 RELIANT WAY AMERICAN CANYON CA 94503-3242,False,collaborator-sheet,,,,,,46693244,,,,collaborator-sheet,,93,no-situs
94,San Diego,Canyon Villa Apartment Homes,6390806100,,601.0 TELEGRAPH CANYON RD CHULA VISTA CA 91910-6561,False,collaborator-sheet,,,2026,30000000,43424100,73424100,,82,16,sandag-parcels,2026-08-22,94,situs-match
97,Los Angeles,Azusa Gardens Apartments,8608030071,8608-030-071,601 E 8TH ST AZUSA CA 91702,False,collaborator-sheet,manual_verified,,2026,8800000,20500000,29300000,0,1987,Five or more apartments,la-county-api,2026-08-22,97,situs-match
98,Alameda,Camden Village Apartments,50115064010,501-1506-40-10,38000.0 CAMDEN ST FREMONT CA 94536-5169,False,collaborator-sheet,,,,,,73418537,0,,,collaborator-sheet,,98,no-situs
99,Los Angeles,Passo Barrington Apartments,4262018026,4262-018-026,1734 S BARRINGTON AVE LOS ANGELES CA 90025,False,collaborator-sheet,manual_verified,,2025,,,2225000,0,,,collaborator-sheet,,99,no-situs
100,Los Angeles,Passo Centinela I Apartments,4231018020,4231-018-020,4129 S CENTINELA AVE LOS ANGELES CA 90066,False,collaborator-sheet,manual_verified,,2026,1662600,0,1662600,0,1949,Stores,la-county-api,2026-08-22,100,situs-match
101,Los Angeles,Passo Centinela II Apartments,4221007056,4221-007-056,4706 S CENTINELA AVE LOS ANGELES CA 90066,False,collaborator-sheet,manual_verified,,2026,2233800,0,2233800,0,,Five or more apartments,la-county-api,2026-08-22,101,situs-match
102,Los Angeles,Passo Stoner Apartments,4262016011,4262-016-011,1747 STONER AVE LOS ANGELES CA 90025,False,collaborator-sheet,manual_verified,,2026,2432700,0,2432700,0,1927,Three Units (Any Combination),la-county-api,2026-08-22,102,situs-match
103,Los Angeles,4th Street Apartments,5183012030,5183-012-030,2025 E 4TH ST LOS ANGELES CA 90033,False,collaborator-sheet,manual_verified,,2026,2827755,1421595,4249350,0,1912,Five or more apartments,la-county-api,2026-08-22,103,situs-match
104,Los Angeles,Alexandria I Apartments,5518008009,5518-008-009,247 S ALEXANDRIA AVE LOS ANGELES CA 90004,False,collaborator-sheet,manual_verified,,2026,3247296,1298917,4546213,0,1925,Five or more apartments,la-county-api,2026-08-22,104,situs-match
105,Los Angeles,Ashby Apartments,5093017031,5093-017-031,808 S HOBART BLVD LOS ANGELES CA 90005,False,collaborator-sheet,manual_verified,,2026,4784000,3200000,7984000,0,1930,Five or more apartments,la-county-api,2026-08-22,105,situs-match
106,Los Angeles,Catalina Apartments,5502011009,5502-011-009,454 S CATALINA ST LOS ANGELES CA 90020,False,collaborator-sheet,manual_verified,,2026,5348488,2292209,7640697,0,1928,Five or more apartments,la-county-api,2026-08-22,106,situs-match
107,Los Angeles,Edgemont Apartments,5518013007,5518-013-007,103 S EDGEMONT ST LOS ANGELES CA 90004,False,collaborator-sheet,manual_verified,,2026,6654622,2716657,9371279,0,1930,Five or more apartments,la-county-api,2026-08-22,107,situs-match
108,Los Angeles,Gramercy Apartments,5081032007,5081-032-007,974 S GRAMERCY PL LOS ANGELES CA 90019,False,collaborator-sheet,manual_verified,,2026,4329728,3030809,7360537,0,1928,Five or more apartments,la-county-api,2026-08-22,108,situs-match
109,Los Angeles,Irolo Apartments,5094021028,5094-021-028,932 IROLO ST LOS ANGELES CA 90006,False,collaborator-sheet,manual_verified,,2026,4971947,2367593,7339540,0,1927,Five or more apartments,la-county-api,2026-08-22,109,situs-match
110,Los Angeles,Kenmore I Apartments,5094023030,5094-023-030,941 S KENMORE AVE LOS ANGELES CA 90006,False,collaborator-sheet,manual_verified,,2026,2939546,1485691,4425237,0,1923,Five or more apartments,la-county-api,2026-08-22,110,situs-match
111,Los Angeles,Manhattan III Apartments,5503015016,5503-015-016,426 S MANHATTAN PL LOS ANGELES CA 90020,False,collaborator-sheet,manual_verified,,2026,4925065,2110742,7035807,0,1928,Five or more apartments,la-county-api,2026-08-22,111,situs-match
112,Los Angeles,Mariposa II Apartments,5518008014,5518-008-014,260 S MARIPOSA AVE LOS ANGELES CA 90004,False,collaborator-sheet,manual_verified,,2026,5520403,3036221,8556624,0,1927,Five or more apartments,la-county-api,2026-08-22,112,situs-match
113,Los Angeles,Normandie Apartments,5094004004,5094-004-004,739 S NORMANDIE AVE LOS ANGELES CA 90005,False,collaborator-sheet,manual_verified,,2026,3395865,1697932,5093797,0,1927,Five or more apartments,la-county-api,2026-08-22,113,situs-match
114,Los Angeles,Norton Apartments,5081006014,5081-006-014,1111 S NORTON AVE LOS ANGELES CA 90019,False,collaborator-sheet,manual_verified,,2026,2228536,955087,3183623,0,1928,Five or more apartments,la-county-api,2026-08-22,114,situs-match
115,Los Angeles,Oxford I Apartments,5080008006,5080-008-006,975 S OXFORD AVE LOS ANGELES CA 90006,False,collaborator-sheet,manual_verified_multi,Multi-parcel (3),2026,2705131,784207,3489338,0,1922,Five or more apartments,la-county-api,2026-08-22,115,situs-match
115,Los Angeles,Oxford I Apartments,5080008007,5080-008-007,979 S OXFORD AVE LOS ANGELES CA 90006,False,collaborator-sheet,manual_verified_multi,Multi-parcel (3),2026,2705131,901336,3606467,0,1920,Five or more apartments,la-county-api,2026-08-22,115,situs-match
115,Los Angeles,Oxford I Apartments,5080008008,5080-008-008,985 S OXFORD AVE LOS ANGELES CA 90006,False,collaborator-sheet,manual_verified_multi,Multi-parcel (3),2026,2705131,902453,3607584,0,1922,Five or more apartments,la-county-api,2026-08-22,115,situs-match
116,Los Angeles,Oxford III Apartments,5080015003,5080-015-003,960 S OXFORD AVE LOS ANGELES CA 90006,False,collaborator-sheet,manual_verified,,2026,10080257,4410801,14491058,0,1923,Five or more apartments,la-county-api,2026-08-22,116,situs-match
117,Los Angeles,Seven Lions Apartments,5518027010,5518-027-010,3715 W 1ST ST LOS ANGELES CA 90004,False,collaborator-sheet,manual_verified,,2026,2208161,9936726,12144887,0,1926,Five or more apartments,la-county-api,2026-08-22,117,situs-match
118,Los Angeles,St. Andrews I Apartments,5504029006,5504-029-006,515 S ST ANDREWS PL LOS ANGELES CA 90020,False,collaborator-sheet,manual_verified,,2026,6624483,3588262,10212745,0,1957,Five or more apartments,la-county-api,2026-08-22,118,situs-match
119,Los Angeles,St. Andrews II Apartments,5503017013,5503-017-013,516 S ST ANDREWS PL LOS ANGELES CA 90020,False,collaborator-sheet,manual_verified,,2026,763114,13730651,14493765,0,1928,Five or more apartments,la-county-api,2026-08-22,119,situs-match
120,Sacramento,The Falls at Arden Apartments,28502100410000,285-0210-041-0000,2345.0 NORTHROP AVE SACRAMENTO CA 95825-7571,False,collaborator-sheet,,,,,,51313873,0,,,collaborator-sheet,,120,no-situs
121,Los Angeles,Alexandria II Apartments,5518013024,5518-013-024,130 S ALEXANDRIA AVE LOS ANGELES CA 90004,True,collaborator-sheet,manual_verified,,2026,10256043,3761450,14017493,0,1990,Five or more apartments,la-county-api,2026-08-22,162,situs-match
122,Los Angeles,Fedora Apartments,5094017020,5094-017-020,861 FEDORA ST LOS ANGELES CA 90005,True,collaborator-sheet,manual_verified,,2026,7577025,2327228,9904253,0,1930,Five or more apartments,la-county-api,2026-08-22,165,situs-match
123,Los Angeles,Kenmore II Apartments,5518020021,5518-020-021,200 S KENMORE AVE LOS ANGELES CA 90004,True,collaborator-sheet,manual_verified,,2026,6900505,2484181,9384686,0,1926,Five or more apartments,la-county-api,2026-08-22,168,situs-match
124,Los Angeles,Kenmore III Apartments,5094023025,5094-023-025,915 S KENMORE AVE LOS ANGELES CA 90006,True,collaborator-sheet,manual_verified,,2026,2208161,745253,2953414,0,1923,Five or more apartments,la-county-api,2026-08-22,169,situs-match
125,Los Angeles,Kingsley Apartments,5503024012,5503-024-012,530 S KINGSLEY DR LOS ANGELES CA 90020,True,collaborator-sheet,manual_verified,,2026,6494592,4232309,10726901,0,1930,Five or more apartments,la-county-api,2026-08-22,170,situs-match
126,Los Angeles,Mariposa I Apartments,5094005005,5094-005-005,727 S MARIPOSA AVE LOS ANGELES CA 90005,True,collaborator-sheet,manual_verified,,2026,5409995,1821732,7231727,0,1925,Five or more apartments,la-county-api,2026-08-22,173,situs-match
127,Los Angeles,Mariposa III Apartments,5094006003,5094-006-003,750 S MARIPOSA AVE LOS ANGELES CA 90005,True,collaborator-sheet,manual_verified,,2026,4946714,1731890,6678604,0,1925,Five or more apartments,la-county-api,2026-08-22,174,situs-match
128,Los Angeles,Mariposa IV Apartments,5502019004,5502-019-004,520 S MARIPOSA AVE LOS ANGELES CA 90020,True,collaborator-sheet,manual_verified,,2026,10077442,1623648,11701090,0,1928,Five or more apartments,la-county-api,2026-08-22,175,situs-match
129,Los Angeles,Oxford II Apartments,5517005016,5517-005-016,207 N OXFORD AVE LOS ANGELES CA 90004,True,collaborator-sheet,manual_verified,,2026,4607090,1974466,6581556,0,1927,Five or more apartments,la-county-api,2026-08-22,177,situs-match
130,Los Angeles,Western Apartments,5080006008,5080-006-008,1057 S WESTERN AVE LOS ANGELES CA 90006,True,collaborator-sheet,manual_verified,,2026,11378292,2912841,14291133,0,1926,Five or more apartments,la-county-api,2026-08-22,179,situs-match
132,Los Angeles,7524 S. Hoover St Apartments,6020022027,6020-022-027,7524 S HOOVER ST,False,collaborator-sheet,parcel_in_transition,Legacy AIN 6020022025 no longer exists. New AIN 6020022027 has no data yet.,2025,,,2856000,0,,,collaborator-sheet,,132,no-situs
134,Los Angeles,10705 Avalon Blvd Apartments,6063029029,6063-029-029,10705 AVALON BLVD LOS ANGELES CA 90061,False,collaborator-sheet,manual_verified,,2026,955087,0,955087,955087,1924,Stores,la-county-api,2026-08-22,134,situs-match
135,Los Angeles,236 Berendo Apartments,5518026004,5518-026-004,236 N BERENDO ST LOS ANGELES CA 90004,True,collaborator-sheet,manual_verified,,2026,1040400,374544,1414944,0,1920,Single,la-county-api,2026-08-22,220,situs-match
137,Los Angeles,Kittridge Affordable Housing Apartments,2125017014,2125-017-014,18337 KITTRIDGE ST LOS ANGELES CA 91335,False,collaborator-sheet,manual_verified,,2025,,,943500,0,,,collaborator-sheet,,137,no-situs
141,Fresno,Renaissance Apartment Homes,41805060,,5669 N FRESNO ST FRESNO CA 93710,False,collaborator-sheet,,,,,,30330305,,,,collaborator-sheet,,141,no-situs
142,Los Angeles,9033 Ramsgate Apartments,4125011053,4125-011-053,9033 RAMSGATE AVE,False,collaborator-sheet,parcel_in_transition,Legacy AIN 4125011010 consolidated to 4125011053,2026,3693417,0,3693417,0,1950,Four Units (Any Combination),la-county-api,2026-08-22,142,situs-match
143,Alameda,Coliseum Transit Village,41416654,,805 71ST AVE OAKLAND CA 94621-3386,True,collaborator-sheet,,"Duplicate of project 147 row (same AIN, same property, re-authorized deal); marked redundant 2026-08-22",,,,,,,,,,147,
144,Santa Barbara,La Vista Apartment Homes,123140018,,"740 S WESTERN AVE, SANTA MARIA, CA 93458",False,collaborator-sheet,,,,,,6695000,,,,collaborator-sheet,,144,no-situs
144,Santa Barbara,La Vista Apartment Homes,123140019,,-,False,collaborator-sheet,,,,,,4460000,,,,collaborator-sheet,,144,no-situs
144,Santa Barbara,La Vista Apartment Homes,123140020,,-,False,collaborator-sheet,,,,,,4460000,,,,collaborator-sheet,,144,no-situs
144,Santa Barbara,La Vista Apartment Homes,123140021,,-,False,collaborator-sheet,,,,,,7113000,,,,collaborator-sheet,,144,no-situs
145,Fresno,Golden Gardens Apartments,,,"2130 N Marks Ave, Fresno, CA 93722",False,collaborator-sheet,,,,,,10673404,,,,collaborator-sheet,,145,
146,Los Angeles,San Pedro Apartments,6022014002,6022-014-002,7655 S SAN PEDRO ST LOS ANGELES CA 90003,False,collaborator-sheet,manual_verified,,2026,816000,0,816000,0,1934,Store Combination,la-county-api,2026-08-22,146,situs-match
